param n := 128;
param : E :   a :=
19 25    1
19 26    1
19 27    4
19 28    4
19 29    1
19 30    15
19 31    6
19 32    9
19 33    5
19 34    16
19 35    2
19 36    3
19 37    5
19 38    4
19 39    6
19 40    17
19 41    12
19 42    4
19 43    9
19 44    3
19 45    2
19 46    8
19 47    10
19 48    17
19 49    8
19 50    6
19 51    1
19 52    5
19 53    7
19 54    15
19 55    3
19 56    31
19 57    1
19 58    16
19 59    11
19 60    16
19 61    16
19 62    29
19 63    26
19 64    4
19 65    28
19 66    28
19 67    20
19 68    8
19 69    8
19 70    3
19 71    3
19 72    5
19 73    21
19 74    17
19 75    1
19 76    10
19 77    7
19 78    3
19 79    1
19 80    27
19 81    19
19 82    10
19 83    12
19 84    2
19 85    7
19 86    2
19 87    10
19 88    16
19 89    10
19 90    1
19 91    12
19 92    28
19 93    7
19 94    17
19 95    26
19 96    20
19 97    24
19 98    15
19 99    4
19 100    8
19 101    16
19 102    17
19 103    8
19 104    4
19 105    12
19 106    5
19 107    6
19 108    3
19 109    9
19 110    5
19 111    9
19 112    9
19 113    6
19 114    1
19 115    8
19 116    18
19 117    7
19 118    26
19 119    25
19 120    60
19 121    15
19 122    10
19 123    23
19 124    9
19 125    4
19 126    42
19 127    43
19 128    15
20 1    7
20 2    5
20 3    1
20 4    4
20 5    6
20 6    2
20 7    6
20 8    1
20 9    1
20 10    2
20 11    6
20 12    5
20 13    8
20 14    9
20 15    8
20 16    10
20 17    6
20 18    1
20 19    9
20 20    5
20 21    3
20 22    8
20 23    2
20 24    7
20 25    5
20 26    2
20 27    8
20 28    13
20 29    8
20 30    9
20 31    8
20 32    26
20 33    28
20 34    9
20 35    3
20 36    8
20 37    16
20 38    6
20 39    5
20 40    5
20 41    9
20 42    6
20 43    8
20 44    3
20 45    7
20 46    15
20 47    6
20 48    4
20 49    16
20 50    7
20 51    5
20 52    10
20 53    6
20 54    9
20 55    2
20 56    24
20 57    5
20 58    9
20 59    3
20 60    16
20 61    2
20 62    8
20 63    24
20 64    2
20 65    32
20 66    31
20 67    1
20 68    6
20 69    11
20 70    9
20 71    1
20 72    16
20 73    33
20 74    3
20 75    9
20 76    2
20 77    2
20 78    15
20 79    16
20 80    1
20 81    18
20 82    12
20 83    14
20 84    5
20 85    13
20 86    15
20 87    9
20 88    28
20 89    1
20 90    14
20 91    10
20 92    31
20 93    5
20 94    2
20 95    29
20 96    14
20 97    7
20 98    12
20 99    12
20 100    7
20 101    3
20 102    9
20 103    1
20 104    13
20 105    10
20 106    11
20 107    3
20 108    11
20 109    12
20 110    5
20 111    30
20 112    40
20 113    13
20 114    5
20 115    12
20 116    31
20 117    10
20 118    24
20 119    19
20 120    23
20 121    6
20 122    1
20 123    33
20 124    10
20 125    3
20 126    27
20 127    2
20 128    106
21 1    6
21 2    5
21 3    7
21 4    9
21 5    5
21 6    4
21 7    7
21 8    6
21 9    5
21 10    9
21 11    1
21 12    8
21 13    7
21 14    3
21 15    8
21 16    2
21 17    8
21 18    4
21 19    1
21 20    4
21 21    7
21 22    3
21 23    6
21 24    16
21 25    7
21 26    5
21 27    3
21 28    8
21 29    8
21 30    11
21 31    1
21 32    22
21 33    24
21 34    10
21 35    1
21 36    8
21 37    15
21 38    5
21 39    5
21 40    3
21 41    15
21 42    1
21 43    8
21 44    8
21 45    5
21 46    4
21 47    10
21 48    31
21 49    13
21 50    4
21 51    3
21 52    1
21 53    8
21 54    17
21 55    13
21 56    4
21 57    8
21 58    3
21 59    11
21 60    7
21 61    11
21 62    15
21 63    15
21 64    9
21 65    33
21 66    25
21 67    33
21 68    11
21 69    25
21 70    7
21 71    14
21 72    17
21 73    3
21 74    16
21 75    1
21 76    15
21 77    10
21 78    16
21 79    2
21 80    15
21 81    23
21 82    2
21 83    12
21 84    16
21 85    1
21 86    8
21 87    7
21 88    30
21 89    10
21 90    7
21 91    16
21 92    26
21 93    7
21 94    31
21 95    26
21 96    26
21 97    2
21 98    9
21 99    15
21 100    1
21 101    11
21 102    9
21 103    13
21 104    17
21 105    7
21 106    8
21 107    17
21 108    27
21 109    10
21 110    23
21 111    20
21 112    31
21 113    2
21 114    11
21 115    7
21 116    7
21 117    6
21 118    23
21 119    17
21 120    4
21 121    15
21 122    16
21 123    29
21 124    41
21 125    8
21 126    64
21 127    10
21 128    33
22 1    6
22 2    4
22 3    3
22 4    6
22 5    9
22 6    8
22 7    6
22 8    4
22 9    9
22 10    3
22 11    4
22 12    7
22 13    9
22 14    3
22 15    2
22 16    8
22 17    17
22 18    1
22 19    4
22 20    3
22 21    5
22 22    2
22 23    3
22 24    13
22 25    3
22 26    9
22 27    1
22 28    4
22 29    6
22 30    6
22 31    9
22 32    13
22 33    20
22 34    2
22 35    8
22 36    3
22 37    14
22 38    8
22 39    4
22 40    5
22 41    1
22 42    1
22 43    2
22 44    11
22 45    5
22 46    7
22 47    9
22 48    14
22 49    1
22 50    2
22 51    8
22 52    15
22 53    2
22 54    2
22 55    3
22 56    20
22 57    4
22 58    6
22 59    2
22 60    24
22 61    13
22 62    29
22 63    11
22 64    32
22 65    6
22 66    5
22 67    10
22 68    4
22 69    31
22 70    13
22 71    5
22 72    15
22 73    31
22 74    17
22 75    7
22 76    6
22 77    8
22 78    9
22 79    4
22 80    5
22 81    13
22 82    4
22 83    12
22 84    3
22 85    8
22 86    8
22 87    16
22 88    28
22 89    2
22 90    16
22 91    10
22 92    28
22 93    17
22 94    15
22 95    17
22 96    28
22 97    28
22 98    1
22 99    1
22 100    12
22 101    11
22 102    7
22 103    5
22 104    5
22 105    15
22 106    12
22 107    6
22 108    21
22 109    7
22 110    20
22 111    6
22 112    13
22 113    9
22 114    17
22 115    11
22 116    7
22 117    17
22 118    8
22 119    26
22 120    64
22 121    2
22 122    17
22 123    15
22 124    40
22 125    4
22 126    10
22 127    41
22 128    35
23 1    4
23 2    3
23 3    7
23 4    9
23 5    8
23 6    5
23 7    9
23 8    5
23 9    1
23 10    5
23 11    2
23 12    2
23 13    4
23 14    2
23 15    3
23 16    10
23 17    2
23 18    9
23 19    5
23 20    6
23 21    7
23 22    6
23 23    1
23 24    16
23 25    3
23 26    9
23 27    9
23 28    14
23 29    1
23 30    14
23 31    10
23 32    23
23 33    6
23 34    17
23 35    10
23 36    6
23 37    5
23 38    7
23 39    8
23 40    15
23 41    8
23 42    8
23 43    4
23 44    12
23 45    4
23 46    9
23 47    1
23 48    33
23 49    17
23 50    2
23 51    3
23 52    4
23 53    2
23 54    9
23 55    16
23 56    23
23 57    1
23 58    16
23 59    11
23 60    3
23 61    17
23 62    26
23 63    10
23 64    55
23 65    12
23 66    3
23 67    23
23 68    16
23 69    23
23 70    14
23 71    1
23 72    2
23 73    30
23 74    4
23 75    1
23 76    1
23 77    12
23 78    13
23 79    4
23 80    16
23 81    33
23 82    15
23 83    11
23 84    4
23 85    2
23 86    7
23 87    14
23 88    3
23 89    15
23 90    11
23 91    3
23 92    24
23 93    16
23 94    12
23 95    4
23 96    24
23 97    27
23 98    4
23 99    17
23 100    2
23 101    9
23 102    3
23 103    1
23 104    21
23 105    4
23 106    15
23 107    6
23 108    25
23 109    7
23 110    29
23 111    30
23 112    36
23 113    2
23 114    7
23 115    9
23 116    9
23 117    12
23 118    9
23 119    22
23 120    65
23 121    7
23 122    20
23 123    13
23 124    49
23 125    29
23 126    48
23 127    57
23 128    13
24 1    2
24 2    11
24 3    11
24 4    14
24 5    5
24 6    3
24 7    5
24 8    16
24 9    17
24 10    4
24 11    9
24 12    9
24 13    1
24 14    5
24 15    4
24 16    16
24 17    16
24 18    7
24 19    15
24 20    17
24 21    13
24 22    16
24 23    4
24 24    1
24 25    3
24 26    12
24 27    12
24 28    2
24 29    14
24 30    6
24 31    16
24 32    33
24 33    6
24 34    13
24 35    15
24 36    17
24 37    6
24 38    11
24 39    5
24 40    7
24 41    9
24 42    16
24 43    7
24 44    6
24 45    9
24 46    11
24 47    15
24 48    9
24 49    1
24 50    7
24 51    2
24 52    6
24 53    7
24 54    5
24 55    17
24 56    24
24 57    15
24 58    8
24 59    15
24 60    16
24 61    4
24 62    16
24 63    9
24 64    18
24 65    5
24 66    32
24 67    3
24 68    7
24 69    10
24 70    17
24 71    7
24 72    4
24 73    25
24 74    16
24 75    10
24 76    10
24 77    17
24 78    2
24 79    9
24 80    24
24 81    26
24 82    17
24 83    1
24 84    6
24 85    3
24 86    13
24 87    17
24 88    10
24 89    4
24 90    15
24 91    9
24 92    2
24 93    12
24 94    23
24 95    31
24 96    56
24 97    15
24 98    7
24 99    7
24 100    17
24 101    3
24 102    6
24 103    3
24 104    23
24 105    16
24 106    15
24 107    3
24 108    12
24 109    10
24 110    10
24 111    27
24 112    49
24 113    5
24 114    16
24 115    9
24 116    10
24 117    13
24 118    26
24 119    32
24 120    50
24 121    10
24 122    18
24 123    18
24 124    30
24 125    32
24 126    56
24 127    41
24 128    77
25 1    8
25 2    1
25 3    9
25 4    7
25 5    8
25 6    8
25 7    5
25 8    4
25 9    4
25 10    7
25 11    2
25 12    1
25 13    7
25 14    9
25 15    2
25 16    5
25 17    5
25 18    4
25 19    9
25 20    6
25 21    9
25 22    3
25 23    9
25 24    2
25 25    6
25 26    8
25 27    7
25 28    5
25 29    8
25 30    8
25 31    6
25 32    18
25 33    27
25 34    12
25 35    11
25 36    5
25 37    4
25 38    6
25 39    7
25 40    14
25 41    1
25 42    3
25 43    7
25 44    17
25 45    6
25 46    8
25 47    11
25 48    23
25 49    14
25 50    4
25 51    8
25 52    2
25 53    8
25 54    2
25 55    11
25 56    27
25 57    6
25 58    8
25 59    3
25 60    13
25 61    6
25 62    21
25 63    9
25 64    41
25 65    37
25 66    33
25 67    7
25 68    10
25 69    2
25 70    7
25 71    3
25 72    7
25 73    31
25 74    16
25 75    14
25 76    13
25 77    13
25 78    1
25 79    1
25 80    1
25 81    23
25 82    3
25 83    14
25 84    6
25 85    17
25 86    17
25 87    9
25 88    31
25 89    8
25 90    14
25 91    14
25 92    1
25 93    4
25 94    1
25 95    29
25 96    30
25 97    8
25 98    2
25 99    12
25 100    16
25 101    13
25 102    11
25 103    13
25 104    6
25 105    16
25 106    10
25 107    15
25 108    20
25 109    17
25 110    1
25 111    8
25 112    10
25 113    6
25 114    5
25 115    1
25 116    32
25 117    16
25 118    1
25 119    12
25 120    44
25 121    8
25 122    11
25 123    18
25 124    8
25 125    15
25 126    31
25 127    65
25 128    101
26 1    7
26 2    4
26 3    4
26 4    5
26 5    1
26 6    1
26 7    3
26 8    7
26 9    8
26 10    5
26 11    3
26 12    8
26 13    1
26 14    4
26 15    1
26 16    5
26 17    2
26 18    7
26 19    6
26 20    4
26 21    3
26 22    8
26 23    4
26 24    11
26 25    8
26 26    1
26 27    9
26 28    4
26 29    1
26 30    17
26 31    8
26 32    26
26 33    3
26 34    17
26 35    10
26 36    8
26 37    17
26 38    1
26 39    6
26 40    10
26 41    5
26 42    9
26 43    1
26 44    7
26 45    8
26 46    11
26 47    5
26 48    5
26 49    13
26 50    2
26 51    8
26 52    14
26 53    9
26 54    9
26 55    3
26 56    29
26 57    9
26 58    5
26 59    9
26 60    33
26 61    13
26 62    30
26 63    20
26 64    19
26 65    25
26 66    24
26 67    25
26 68    12
26 69    19
26 70    6
26 71    13
26 72    17
26 73    13
26 74    8
26 75    16
26 76    1
26 77    7
26 78    9
26 79    1
26 80    22
26 81    28
26 82    3
26 83    10
26 84    15
26 85    9
26 86    16
26 87    4
26 88    29
26 89    1
26 90    1
26 91    9
26 92    5
26 93    6
26 94    4
26 95    2
26 96    9
26 97    3
26 98    7
26 99    13
26 100    7
26 101    12
26 102    8
26 103    11
26 104    26
26 105    17
26 106    5
26 107    4
26 108    23
26 109    5
26 110    29
26 111    19
26 112    7
26 113    17
26 114    3
26 115    15
26 116    24
26 117    6
26 118    22
26 119    14
26 120    21
26 121    1
26 122    16
26 123    26
26 124    10
26 125    30
26 126    60
26 127    52
26 128    104
27 1    7
27 2    6
27 3    3
27 4    1
27 5    2
27 6    5
27 7    7
27 8    5
27 9    3
27 10    3
27 11    8
27 12    6
27 13    1
27 14    3
27 15    5
27 16    2
27 17    5
27 18    3
27 19    8
27 20    1
27 21    4
27 22    9
27 23    6
27 24    7
27 25    6
27 26    9
27 27    7
27 28    15
27 29    8
27 30    1
27 31    9
27 32    16
27 33    21
27 34    3
27 35    13
27 36    8
27 37    6
27 38    8
27 39    9
27 40    16
27 41    5
27 42    8
27 43    8
27 44    8
27 45    8
27 46    10
27 47    6
27 48    23
27 49    12
27 50    9
27 51    2
27 52    7
27 53    9
27 54    3
27 55    10
27 56    3
27 57    7
27 58    11
27 59    14
27 60    15
27 61    9
27 62    13
27 63    7
27 64    46
27 65    34
27 66    10
27 67    25
27 68    13
27 69    16
27 70    2
27 71    3
27 72    4
27 73    11
27 74    3
27 75    12
27 76    17
27 77    4
27 78    6
27 79    12
27 80    21
27 81    17
27 82    5
27 83    2
27 84    1
27 85    14
27 86    17
27 87    8
27 88    32
27 89    13
27 90    11
27 91    17
27 92    13
27 93    4
27 94    33
27 95    7
27 96    51
27 97    6
27 98    10
27 99    17
27 100    3
27 101    10
27 102    10
27 103    10
27 104    32
27 105    14
27 106    7
27 107    1
27 108    4
27 109    6
27 110    3
27 111    7
27 112    39
27 113    13
27 114    2
27 115    10
27 116    21
27 117    10
27 118    23
27 119    33
27 120    35
27 121    5
27 122    30
27 123    20
27 124    1
27 125    10
27 126    11
27 127    41
27 128    73
28 1    4
28 2    1
28 3    9
28 4    7
28 5    11
28 6    12
28 7    5
28 8    16
28 9    11
28 10    14
28 11    15
28 12    9
28 13    1
28 14    16
28 15    3
28 16    14
28 17    5
28 18    6
28 19    6
28 20    2
28 21    5
28 22    12
28 23    13
28 24    3
28 25    15
28 26    4
28 27    10
28 28    9
28 29    15
28 30    6
28 31    8
28 32    7
28 33    4
28 34    2
28 35    3
28 36    6
28 37    14
28 38    3
28 39    6
28 40    9
28 41    12
28 42    2
28 43    14
28 44    14
28 45    11
28 46    17
28 47    9
28 48    22
28 49    2
28 50    13
28 51    14
28 52    4
28 53    1
28 54    12
28 55    14
28 56    7
28 57    14
28 58    15
28 59    15
28 60    11
28 61    11
28 62    20
28 63    7
28 64    38
28 65    31
28 66    31
28 67    11
28 68    14
28 69    27
28 70    11
28 71    5
28 72    17
28 73    29
28 74    7
28 75    8
28 76    3
28 77    9
28 78    14
28 79    16
28 80    15
28 81    11
28 82    4
28 83    11
28 84    1
28 85    15
28 86    12
28 87    17
28 88    8
28 89    3
28 90    17
28 91    10
28 92    30
28 93    2
28 94    15
28 95    30
28 96    34
28 97    8
28 98    15
28 99    1
28 100    6
28 101    17
28 102    5
28 103    6
28 104    26
28 105    2
28 106    14
28 107    3
28 108    8
28 109    7
28 110    7
28 111    3
28 112    44
28 113    10
28 114    1
28 115    10
28 116    30
28 117    16
28 118    8
28 119    17
28 120    51
28 121    13
28 122    25
28 123    13
28 124    52
28 125    7
28 126    19
28 127    57
28 128    82
29 1    4
29 2    7
29 3    9
29 4    4
29 5    8
29 6    8
29 7    4
29 8    4
29 9    4
29 10    1
29 11    9
29 12    1
29 13    8
29 14    4
29 15    7
29 16    3
29 17    2
29 18    6
29 19    2
29 20    9
29 21    2
29 22    5
29 23    2
29 24    13
29 25    2
29 26    3
29 27    1
29 28    12
29 29    1
29 30    13
29 31    7
29 32    3
29 33    3
29 34    2
29 35    5
29 36    6
29 37    14
29 38    4
29 39    7
29 40    8
29 41    10
29 42    4
29 43    1
29 44    17
29 45    1
29 46    8
29 47    10
29 48    32
29 49    4
29 50    1
29 51    4
29 52    10
29 53    4
29 54    1
29 55    15
29 56    25
29 57    7
29 58    17
29 59    15
29 60    33
29 61    6
29 62    12
29 63    11
29 64    55
29 65    11
29 66    28
29 67    25
29 68    15
29 69    14
29 70    13
29 71    9
29 72    13
29 73    7
29 74    3
29 75    2
29 76    4
29 77    6
29 78    7
29 79    8
29 80    27
29 81    2
29 82    5
29 83    7
29 84    14
29 85    4
29 86    6
29 87    13
29 88    23
29 89    7
29 90    7
29 91    12
29 92    1
29 93    2
29 94    10
29 95    5
29 96    48
29 97    4
29 98    1
29 99    2
29 100    6
29 101    3
29 102    1
29 103    10
29 104    26
29 105    13
29 106    1
29 107    6
29 108    16
29 109    10
29 110    31
29 111    13
29 112    2
29 113    16
29 114    17
29 115    11
29 116    4
29 117    13
29 118    32
29 119    19
29 120    6
29 121    10
29 122    11
29 123    12
29 124    23
29 125    24
29 126    27
29 127    65
29 128    113
30 1    16
30 2    15
30 3    8
30 4    17
30 5    7
30 6    4
30 7    10
30 8    15
30 9    12
30 10    2
30 11    15
30 12    6
30 13    15
30 14    4
30 15    7
30 16    14
30 17    13
30 18    2
30 19    3
30 20    2
30 21    10
30 22    8
30 23    15
30 24    1
30 25    3
30 26    9
30 27    5
30 28    14
30 29    16
30 30    10
30 31    1
30 32    28
30 33    19
30 34    13
30 35    7
30 36    1
30 37    2
30 38    14
30 39    2
30 40    8
30 41    9
30 42    16
30 43    5
30 44    10
30 45    3
30 46    2
30 47    17
30 48    10
30 49    15
30 50    3
30 51    10
30 52    17
30 53    15
30 54    8
30 55    10
30 56    32
30 57    11
30 58    8
30 59    4
30 60    2
30 61    11
30 62    32
30 63    32
30 64    52
30 65    8
30 66    16
30 67    18
30 68    4
30 69    26
30 70    4
30 71    4
30 72    11
30 73    24
30 74    15
30 75    6
30 76    16
30 77    16
30 78    9
30 79    12
30 80    19
30 81    23
30 82    13
30 83    10
30 84    3
30 85    7
30 86    11
30 87    10
30 88    33
30 89    14
30 90    16
30 91    12
30 92    33
30 93    11
30 94    31
30 95    29
30 96    12
30 97    6
30 98    14
30 99    1
30 100    15
30 101    7
30 102    5
30 103    7
30 104    29
30 105    13
30 106    15
30 107    14
30 108    27
30 109    15
30 110    32
30 111    29
30 112    3
30 113    5
30 114    15
30 115    15
30 116    8
30 117    6
30 118    5
30 119    29
30 120    32
30 121    10
30 122    3
30 123    9
30 124    61
30 125    13
30 126    1
30 127    13
30 128    23
31 1    1
31 2    16
31 3    2
31 4    13
31 5    9
31 6    14
31 7    4
31 8    15
31 9    4
31 10    7
31 11    15
31 12    6
31 13    9
31 14    9
31 15    2
31 16    17
31 17    9
31 18    14
31 19    11
31 20    14
31 21    2
31 22    4
31 23    13
31 24    2
31 25    2
31 26    6
31 27    14
31 28    17
31 29    3
31 30    8
31 31    9
31 32    25
31 33    22
31 34    14
31 35    7
31 36    4
31 37    5
31 38    13
31 39    8
31 40    14
31 41    7
31 42    7
31 43    3
31 44    10
31 45    13
31 46    12
31 47    2
31 48    30
31 49    12
31 50    14
31 51    9
31 52    15
31 53    6
31 54    17
31 55    5
31 56    29
31 57    1
31 58    3
31 59    9
31 60    28
31 61    17
31 62    24
31 63    25
31 64    35
31 65    10
31 66    14
31 67    24
31 68    8
31 69    25
31 70    4
31 71    10
31 72    14
31 73    23
31 74    15
31 75    8
31 76    14
31 77    10
31 78    12
31 79    5
31 80    20
31 81    6
31 82    10
31 83    3
31 84    12
31 85    11
31 86    16
31 87    13
31 88    16
31 89    10
31 90    5
31 91    2
31 92    30
31 93    2
31 94    27
31 95    3
31 96    4
31 97    16
31 98    15
31 99    5
31 100    16
31 101    15
31 102    11
31 103    8
31 104    8
31 105    17
31 106    8
31 107    12
31 108    28
31 109    14
31 110    18
31 111    21
31 112    59
31 113    5
31 114    2
31 115    2
31 116    31
31 117    14
31 118    7
31 119    18
31 120    33
31 121    4
31 122    24
31 123    29
31 124    39
31 125    7
31 126    42
31 127    59
31 128    21
32 1    30
32 2    32
32 3    24
32 4    25
32 5    26
32 6    3
32 7    10
32 8    16
32 9    1
32 10    10
32 11    20
